Filter: 25 Hz low pass,,,,,
beat#,Time,ECG catheter,Pressure,Temperature,Total Volume
7,6.172,-1.79,9.84,41.53,218.07
7,6.176,-3.02,10.09,41.53,219.61
7,6.18,-3.05,10.36,41.53,221.39
7,6.184,-1.7,10.65,41.53,223.29
7,6.188,0.46,10.94,41.53,225.19
7,6.192,2.12,11.23,41.52,226.99
7,6.196,1.64,11.53,41.52,228.67
7,6.2,-2.04,11.87,41.51,230.25
7,6.204,-8.53,12.28,41.5,231.77
7,6.208,-15.5,12.77,41.5,233.3
7,6.212,-19.03,13.35,41.49,234.88
7,6.216,-14.8,14,41.49,236.51
7,6.22,0.12,14.66,41.48,238.15
7,6.224,25.63,15.28,41.48,239.72
7,6.228,57.93,15.78,41.48,241.15
7,6.232,90.16,16.13,41.48,242.35
7,6.236,114.37,16.31,41.48,243.23
8,6.24,124.06,16.38,41.47,243.7
8,6.244,116.41,16.44,41.47,243.68
8,6.248,93.21,16.62,41.46,243.13
8,6.252,60.25,17.1,41.45,242.03
8,6.256,25.34,18.03,41.44,240.48
8,6.26,-4.29,19.54,41.43,238.61
8,6.264,-24.03,21.68,41.41,236.67
8,6.268,-32.87,24.44,41.4,234.89
8,6.272,-32.96,27.77,41.39,233.45
8,6.276,-28.22,31.55,41.37,232.45
8,6.28,-22.62,35.65,41.36,231.82
8,6.284,-18.83,39.96,41.35,231.39
8,6.288,-17.75,44.36,41.33,230.9
8,6.292,-18.78,48.76,41.32,230.12
8,6.296,-20.58,53.08,41.3,228.84
8,6.3,-21.9,57.24,41.29,227.01
8,6.304,-22.11,61.16,41.27,224.66
8,6.308,-21.22,64.76,41.26,221.96
8,6.312,-19.7,67.97,41.24,219.11
8,6.316,-18.08,70.74,41.23,216.35
8,6.32,-16.75,73.03,41.22,213.85
8,6.324,-15.82,74.87,41.22,211.72
8,6.328,-15.2,76.29,41.22,209.97
8,6.332,-14.72,77.32,41.21,208.52
8,6.336,-14.25,78.04,41.21,207.25
8,6.34,-13.76,78.51,41.21,206.02
8,6.344,-13.24,78.79,41.2,204.69
8,6.348,-12.72,78.94,41.19,203.23
8,6.352,-12.2,79.04,41.19,201.63
8,6.356,-11.69,79.12,41.18,199.95
8,6.36,-11.2,79.24,41.18,198.26
8,6.364,-10.74,79.4,41.18,196.6
8,6.368,-10.3,79.62,41.18,194.98
8,6.372,-9.9,79.88,41.18,193.35
8,6.376,-9.53,80.15,41.18,191.63
8,6.38,-9.19,80.41,41.18,189.8
8,6.384,-8.88,80.62,41.18,187.82
8,6.388,-8.6,80.79,41.18,185.72
8,6.392,-8.33,80.9,41.17,183.56
8,6.396,-8.08,80.99,41.17,181.37
8,6.4,-7.85,81.05,41.17,179.2
8,6.404,-7.63,81.12,41.17,177.03
8,6.408,-7.44,81.21,41.17,174.85
8,6.412,-7.26,81.33,41.17,172.65
8,6.416,-7.1,81.47,41.17,170.45
8,6.42,-6.95,81.65,41.17,168.25
8,6.424,-6.81,81.84,41.17,166.11
8,6.428,-6.67,82.05,41.17,164.05
8,6.432,-6.53,82.27,41.16,162.08
8,6.436,-6.38,82.5,41.16,160.16
8,6.44,-6.24,82.73,41.15,158.25
8,6.444,-6.11,82.97,41.15,156.3
8,6.448,-5.98,83.21,41.14,154.31
8,6.452,-5.88,83.47,41.14,152.28
8,6.456,-5.8,83.73,41.14,150.25
8,6.46,-5.73,84.02,41.14,148.28
8,6.464,-5.68,84.32,41.14,146.41
8,6.468,-5.64,84.63,41.14,144.66
8,6.472,-5.62,84.95,41.14,142.99
8,6.476,-5.63,85.28,41.13,141.35
8,6.48,-5.68,85.61,41.12,139.68
8,6.484,-5.8,85.94,41.11,137.94
8,6.488,-5.98,86.25,41.11,136.09
8,6.492,-6.21,86.55,41.1,134.15
8,6.496,-6.48,86.82,41.1,132.14
8,6.5,-6.76,87.05,41.09,130.12
8,6.504,-7.07,87.24,41.09,128.16
8,6.508,-7.48,87.37,41.09,126.28
8,6.512,-8.09,87.45,41.09,124.5
8,6.516,-9.04,87.47,41.09,122.83
8,6.52,-10.41,87.43,41.09,121.25
8,6.524,-12.21,87.33,41.09,119.72
8,6.528,-14.29,87.17,41.09,118.21
8,6.532,-16.36,86.95,41.09,116.7
8,6.536,-18.02,86.68,41.08,115.16
8,6.54,-18.83,86.37,41.08,113.57
8,6.544,-18.45,86.04,41.08,111.91
8,6.548,-16.72,85.67,41.08,110.19
8,6.552,-13.75,85.29,41.08,108.48
8,6.556,-9.85,84.89,41.08,106.85
8,6.56,-5.52,84.46,41.09,105.39
8,6.564,-1.28,83.99,41.09,104.15
8,6.568,2.42,83.46,41.09,103.13
8,6.572,5.31,82.83,41.1,102.23
8,6.576,7.32,82.02,41.1,101.33
8,6.58,8.54,80.91,41.1,100.29
8,6.584,9.17,79.37,41.1,99.12
8,6.588,9.44,77.23,41.11,97.95
8,6.592,9.55,74.33,41.12,97.08
8,6.596,9.6,70.59,41.13,96.9
8,6.6,9.63,66.01,41.14,97.7
8,6.604,9.63,60.73,41.15,99.6
8,6.608,9.56,54.97,41.16,102.43
8,6.612,9.39,49.06,41.17,105.73
8,6.616,9.12,43.31,41.18,108.92
8,6.62,8.77,38,41.2,111.43
8,6.624,8.38,33.29,41.21,112.92
8,6.628,7.98,29.22,41.22,113.33
8,6.632,7.62,25.72,41.24,112.91
8,6.636,7.3,22.66,41.25,112.08
8,6.64,7.06,19.91,41.26,111.29
8,6.644,6.9,17.38,41.27,110.83
8,6.648,6.83,15,41.27,110.84
8,6.652,6.84,12.8,41.28,111.24
8,6.656,6.93,10.8,41.28,111.91
8,6.66,7.03,9.05,41.29,112.71
8,6.664,7.08,7.55,41.29,113.62
8,6.668,7.02,6.3,41.3,114.75
8,6.672,6.78,5.28,41.3,116.26
8,6.676,6.34,4.46,41.31,118.33
8,6.68,5.73,3.79,41.32,121.07
8,6.684,5.01,3.26,41.32,124.51
8,6.688,4.28,2.85,41.33,128.58
8,6.692,3.62,2.56,41.33,133.15
8,6.696,3.08,2.39,41.33,138.08
8,6.7,2.66,2.32,41.33,143.24
8,6.704,2.33,2.33,41.33,148.53
8,6.708,2.04,2.41,41.32,153.84
8,6.712,1.78,2.52,41.32,159.08
8,6.716,1.56,2.62,41.31,164.11
8,6.72,1.48,2.69,41.31,168.79
8,6.724,1.64,2.72,41.31,172.99
8,6.728,2.14,2.71,41.3,176.61
8,6.732,3.05,2.67,41.3,179.61
8,6.736,4.33,2.65,41.3,182.03
8,6.74,5.88,2.68,41.29,183.99
8,6.744,7.51,2.77,41.29,185.64
8,6.748,9.05,2.94,41.28,187.16
8,6.752,10.37,3.16,41.27,188.68
8,6.756,11.37,3.42,41.27,190.3
8,6.76,12.07,3.68,41.26,192.05
8,6.764,12.51,3.92,41.25,193.91
8,6.768,12.79,4.15,41.24,195.84
8,6.772,12.97,4.36,41.24,197.79
8,6.776,13.1,4.57,41.23,199.7
8,6.78,13.18,4.78,41.22,201.53
8,6.784,13.21,4.99,41.21,203.26
8,6.788,13.14,5.2,41.2,204.88
8,6.792,12.93,5.41,41.2,206.39
8,6.796,12.57,5.6,41.2,207.77
8,6.8,12.06,5.78,41.19,209.04
8,6.804,11.41,5.95,41.19,210.18
8,6.808,10.69,6.1,41.19,211.2
8,6.812,9.97,6.24,41.19,212.07
8,6.816,9.3,6.38,41.19,212.78
8,6.82,8.74,6.5,41.19,213.29
8,6.824,8.31,6.59,41.19,213.61
8,6.828,7.97,6.65,41.2,213.75
8,6.832,7.65,6.68,41.2,213.75
8,6.836,7.28,6.67,41.2,213.65
8,6.84,6.79,6.64,41.2,213.5
8,6.844,6.19,6.6,41.19,213.36
8,6.848,5.52,6.57,41.19,213.27
8,6.852,4.92,6.56,41.18,213.23
8,6.856,4.5,6.59,41.18,213.25
8,6.86,4.36,6.67,41.17,213.31
8,6.864,4.52,6.79,41.17,213.39
8,6.868,4.94,6.94,41.17,213.46
8,6.872,5.51,7.11,41.17,213.49
8,6.876,6.13,7.28,41.17,213.49
8,6.88,6.7,7.44,41.16,213.49
8,6.884,7.09,7.6,41.15,213.53
8,6.888,7.12,7.75,41.15,213.7
8,6.892,6.65,7.9,41.14,214.09
8,6.896,5.61,8.06,41.13,214.79
8,6.9,4.22,8.25,41.13,215.84
8,6.904,2.95,8.44,41.13,217.22
8,6.908,2.46,8.65,41.13,218.88
8,6.912,3.27,8.87,41.14,220.68
8,6.916,5.34,9.09,41.14,222.54
8,6.92,7.86,9.34,41.14,224.34
8,6.924,9.32,9.62,41.14,226.06
8,6.928,8.17,9.96,41.14,227.69
8,6.932,3.63,10.38,41.14,229.27
8,6.936,-3.37,10.89,41.13,230.82
8,6.94,-9.98,11.49,41.13,232.39
8,6.944,-11.99,12.17,41.13,233.95
8,6.948,-5.27,12.88,41.12,235.49
8,6.952,12.4,13.55,41.12,236.99
8,6.956,39.9,14.13,41.12,238.42
8,6.96,72.46,14.56,41.12,239.75
8,6.964,102.71,14.82,41.12,240.96
8,6.968,122.88,14.92,41.12,241.96
9,6.972,127.36,14.93,41.12,242.64
9,6.976,114.63,14.98,41.11,242.89
9,6.98,87.78,15.21,41.1,242.58
9,6.984,53.41,15.79,41.1,241.71
9,6.988,19.37,16.88,41.09,240.34
9,6.992,-7.71,18.56,41.08,238.64
9,6.996,-24.24,20.89,41.07,236.85
9,7,-30.26,23.82,41.05,235.18
9,7.004,-28.61,27.29,41.04,233.77
9,7.008,-23.37,31.17,41.03,232.67
9,7.012,-18.22,35.33,41.01,231.79
9,7.016,-15.33,39.66,40.99,230.98
9,7.02,-15.07,44.06,40.98,230.05
9,7.024,-16.54,48.43,40.96,228.87
9,7.028,-18.37,52.71,40.95,227.33
9,7.032,-19.47,56.82,40.94,225.42
9,7.036,-19.4,60.68,40.92,223.18
9,7.04,-18.35,64.22,40.91,220.7
9,7.044,-16.82,67.39,40.9,218.1
9,7.048,-15.33,70.13,40.89,215.51
9,7.052,-14.15,72.44,40.88,213.08
9,7.056,-13.34,74.3,40.88,210.9
9,7.06,-12.76,75.77,40.88,209.04
9,7.064,-12.28,76.87,40.87,207.49
9,7.068,-11.81,77.66,40.87,206.18
9,7.072,-11.33,78.21,40.86,204.99
9,7.076,-10.85,78.56,40.86,203.79
9,7.08,-10.4,78.79,40.85,202.47
9,7.084,-9.97,78.93,40.85,200.99
9,7.088,-9.56,79.06,40.84,199.36
9,7.092,-9.18,79.22,40.83,197.65
9,7.096,-8.82,79.41,40.83,195.91
9,7.1,-8.49,79.66,40.83,194.17
9,7.104,-8.19,79.94,40.83,192.42
9,7.108,-7.92,80.23,40.83,190.63
9,7.112,-7.68,80.49,40.83,188.75
9,7.116,-7.46,80.71,40.83,186.76
9,7.12,-7.26,80.87,40.83,184.66
9,7.124,-7.06,80.97,40.83,182.53
9,7.128,-6.88,81.05,40.82,180.41
9,7.132,-6.71,81.11,40.82,178.37
9,7.136,-6.56,81.18,40.82,176.45
9,7.14,-6.44,81.28,40.82,174.62
9,7.144,-6.35,81.41,40.82,172.84
9,7.148,-6.29,81.56,40.82,171.08
9,7.152,-6.25,81.73,40.81,169.28
9,7.156,-6.21,81.92,40.81,167.42
9,7.16,-6.18,82.12,40.81,165.5
9,7.164,-6.16,82.34,40.8,163.54
9,7.168,-6.14,82.56,40.8,161.56
9,7.172,-6.13,82.8,40.8,159.58
9,7.176,-6.13,83.05,40.79,157.62
9,7.18,-6.16,83.31,40.79,155.68
9,7.184,-6.21,83.58,40.79,153.73
9,7.188,-6.28,83.84,40.79,151.78
9,7.192,-6.36,84.11,40.78,149.8
9,7.196,-6.44,84.38,40.78,147.79
9,7.2,-6.5,84.66,40.78,145.76
9,7.204,-6.56,84.94,40.78,143.72
9,7.208,-6.62,85.23,40.78,141.69
9,7.212,-6.7,85.53,40.78,139.68
9,7.216,-6.82,85.84,40.79,137.7
9,7.22,-6.98,86.15,40.79,135.74
9,7.224,-7.17,86.45,40.79,133.8
9,7.228,-7.38,86.73,40.79,131.87
9,7.232,-7.62,86.98,40.78,129.96
9,7.236,-7.9,87.18,40.78,128.1
9,7.24,-8.27,87.32,40.77,126.3
9,7.244,-8.84,87.4,40.77,124.57
9,7.248,-9.7,87.41,40.77,122.93
9,7.252,-10.92,87.36,40.77,121.34
9,7.256,-12.47,87.25,40.78,119.76
9,7.26,-14.2,87.08,40.78,118.15
9,7.264,-15.83,86.88,40.78,116.48
9,7.268,-17,86.63,40.78,114.74
9,7.272,-17.34,86.35,40.78,112.93
9,7.276,-16.57,86.03,40.78,111.09
9,7.28,-14.62,85.68,40.77,109.28
9,7.284,-11.61,85.3,40.77,107.57
9,7.288,-7.87,84.88,40.77,106.06
9,7.292,-3.85,84.44,40.78,104.78
9,7.296,-0.03,83.95,40.78,103.73
9,7.3,3.24,83.4,40.78,102.84
9,7.304,5.72,82.74,40.79,101.97
9,7.308,7.4,81.88,40.79,100.99
9,7.312,8.37,80.71,40.79,99.82
9,7.316,8.84,79.05,40.79,98.52
9,7.32,9.02,76.74,40.8,97.31
9,7.324,9.08,73.62,40.81,96.54
9,7.328,9.09,69.64,40.83,96.57
9,7.332,9.09,64.82,40.85,97.64
9,7.336,9.05,59.33,40.87,99.77
9,7.34,8.93,53.45,40.88,102.7
9,7.344,8.71,47.49,40.89,105.91
9,7.348,8.39,41.79,40.9,108.85
9,7.352,7.98,36.58,40.91,111.01
9,7.356,7.52,32,40.92,112.15
9,7.36,7.04,28.06,40.92,112.33
9,7.364,6.58,24.67,40.93,111.83
9,7.368,6.17,21.7,40.95,111.07
9,7.372,5.82,19,40.96,110.42
9,7.376,5.55,16.5,40.98,110.1
9,7.38,5.37,14.14,40.99,110.17
9,7.384,5.31,11.95,41,110.52
9,7.388,5.33,9.96,41.01,111.04
9,7.392,5.41,8.2,41.01,111.63
9,7.396,5.49,6.7,41.02,112.33
9,7.4,5.48,5.43,41.02,113.25
9,7.404,5.32,4.38,41.03,114.58
9,7.408,4.95,3.51,41.04,116.46
9,7.412,4.38,2.8,41.05,119.01
9,7.416,3.64,2.23,41.06,122.21
9,7.42,2.84,1.78,41.06,126
9,7.424,2.09,1.45,41.06,130.28
9,7.428,1.48,1.23,41.06,134.92
9,7.432,1.09,1.12,41.06,139.82
9,7.436,0.9,1.1,41.05,144.87
9,7.44,0.87,1.15,41.05,149.98
9,7.444,0.9,1.24,41.05,155.06
9,7.448,0.9,1.33,41.04,160
9,7.452,0.85,1.38,41.04,164.69
9,7.456,0.75,1.38,41.04,169.04
9,7.46,0.69,1.31,41.03,172.95
9,7.464,0.78,1.18,41.03,176.38
9,7.468,1.11,1.04,41.02,179.3
9,7.472,1.76,0.92,41.01,181.72
9,7.476,2.69,0.87,41.01,183.71
9,7.48,3.81,0.92,41,185.33
9,7.484,4.97,1.07,41,186.71
9,7.488,6.02,1.31,40.99,187.96
9,7.492,6.83,1.59,40.99,189.18
9,7.496,7.31,1.88,40.98,190.48
9,7.5,7.47,2.15,40.98,191.92
9,7.504,7.36,2.41,40.98,193.52
9,7.508,7.04,2.64,40.97,195.27
9,7.512,6.61,2.88,40.97,197.13
9,7.516,6.12,3.12,40.97,199.03
9,7.52,5.62,3.37,40.97,200.92
9,7.524,5.1,3.62,40.96,202.75
9,7.528,4.56,3.86,40.96,204.48
9,7.532,4,4.07,40.95,206.1
9,7.536,3.42,4.25,40.95,207.59
9,7.54,2.86,4.4,40.95,208.9
9,7.544,2.36,4.52,40.95,210
9,7.548,1.98,4.61,40.94,210.85
9,7.552,1.73,4.69,40.94,211.43
9,7.556,1.61,4.75,40.94,211.75
9,7.56,1.57,4.79,40.93,211.84
9,7.564,1.54,4.83,40.93,211.77
9,7.568,1.4,4.85,40.93,211.6
9,7.572,1.11,4.89,40.93,211.4
9,7.576,0.64,4.93,40.93,211.19
9,7.58,0.07,4.99,40.92,211
9,7.584,-0.5,5.07,40.92,210.82
9,7.588,-0.91,5.17,40.92,210.66
9,7.592,-1.06,5.26,40.92,210.52
9,7.596,-0.89,5.36,40.91,210.41
9,7.6,-0.43,5.45,40.91,210.38
9,7.604,0.23,5.54,40.91,210.42
9,7.608,1,5.63,40.91,210.56
9,7.612,1.78,5.72,40.92,210.78
9,7.616,2.43,5.82,40.92,211.1
9,7.62,2.78,5.93,40.92,211.52
9,7.624,2.64,6.07,40.93,212.09
9,7.628,1.95,6.23,40.93,212.86
9,7.632,0.89,6.43,40.93,213.92
9,7.636,-0.08,6.68,40.93,215.32
9,7.64,-0.31,6.96,40.93,217.08
9,7.644,0.74,7.27,40.93,219.16
9,7.648,3.07,7.58,40.93,221.44
9,7.652,5.92,7.9,40.93,223.81
9,7.656,7.81,8.22,40.92,226.13
9,7.66,7.14,8.55,40.92,228.3
9,7.664,3.08,8.92,40.91,230.3
9,7.668,-3.58,9.37,40.91,232.16
9,7.672,-10.11,9.91,40.91,233.92
9,7.676,-12.36,10.55,40.91,235.65
9,7.68,-6.16,11.25,40.91,237.36
9,7.684,10.89,11.95,40.91,239.04
9,7.688,37.91,12.58,40.91,240.63
9,7.692,70.36,13.06,40.91,242.05
9,7.696,101,13.35,40.91,243.2
9,7.7,122.04,13.46,40.9,244.01
10,7.704,127.67,13.46,40.9,244.38
10,7.708,116.12,13.48,40.9,244.26
10,7.712,90.19,13.68,40.89,243.62
10,7.716,56.3,14.23,40.89,242.46
10,7.72,22.29,15.29,40.89,240.86
10,7.724,-5.12,16.95,40.89,238.98
10,7.728,-22.14,19.26,40.88,237
10,7.732,-28.6,22.16,40.87,235.12
10,7.736,-27.23,25.58,40.86,233.48
10,7.74,-22.08,29.41,40.84,232.14
10,7.744,-16.88,33.51,40.83,231.05
10,7.748,-13.87,37.78,40.81,230.09
10,7.752,-13.53,42.13,40.79,229.07
10,7.756,-15,46.49,40.78,227.84
10,7.76,-16.9,50.78,40.77,226.31
10,7.764,-18.12,54.92,40.76,224.47
10,7.768,-18.18,58.85,40.75,222.38
10,7.772,-17.24,62.49,40.73,220.13
10,7.776,-15.79,65.78,40.72,217.82
10,7.78,-14.36,68.65,40.71,215.56
10,7.784,-13.24,71.1,40.7,213.41
10,7.788,-12.47,73.12,40.68,211.4
10,7.792,-11.94,74.75,40.67,209.56
10,7.796,-11.51,76.03,40.66,207.85
10,7.8,-11.08,76.99,40.65,206.25
10,7.804,-10.64,77.68,40.64,204.71
10,7.808,-10.21,78.16,40.63,203.17
10,7.812,-9.79,78.47,40.63,201.58
10,7.816,-9.4,78.67,40.63,199.91
10,7.82,-9,78.82,40.63,198.15
10,7.824,-8.61,78.96,40.64,196.34
10,7.828,-8.21,79.14,40.64,194.49
10,7.832,-7.82,79.36,40.64,192.64
10,7.836,-7.46,79.63,40.64,190.79
10,7.84,-7.12,79.92,40.64,188.94
10,7.844,-6.82,80.21,40.64,187.08
10,7.848,-6.56,80.46,40.64,185.19
10,7.852,-6.33,80.67,40.64,183.29
10,7.856,-6.12,80.83,40.63,181.36
10,7.86,-5.92,80.94,40.63,179.42
10,7.864,-5.74,81.03,40.63,177.46
10,7.868,-5.58,81.12,40.62,175.49
10,7.872,-5.44,81.23,40.62,173.5
10,7.876,-5.33,81.35,40.61,171.51
10,7.88,-5.24,81.5,40.61,169.52
10,7.884,-5.17,81.68,40.61,167.56
10,7.888,-5.1,81.88,40.61,165.64
10,7.892,-5.03,82.09,40.61,163.78
10,7.896,-4.96,82.31,40.61,161.96
10,7.9,-4.87,82.54,40.61,160.15
10,7.904,-4.79,82.78,40.61,158.33
10,7.908,-4.71,83.03,40.61,156.47
10,7.912,-4.65,83.28,40.61,154.59
10,7.916,-4.59,83.54,40.6,152.69
10,7.92,-4.55,83.8,40.6,150.81
10,7.924,-4.52,84.06,40.59,148.97
10,7.928,-4.49,84.33,40.58,147.19
10,7.932,-4.47,84.61,40.58,145.45
10,7.936,-4.46,84.89,40.58,143.72
10,7.94,-4.48,85.18,40.57,141.95
10,7.944,-4.55,85.49,40.57,140.15
10,7.948,-4.67,85.8,40.57,138.29
10,7.952,-4.84,86.11,40.57,136.42
10,7.956,-5.03,86.41,40.57,134.56
10,7.96,-5.22,86.69,40.57,132.74
10,7.964,-5.39,86.93,40.57,130.96
10,7.968,-5.54,87.12,40.57,129.21
10,7.972,-5.74,87.27,40.57,127.47
10,7.976,-6.09,87.35,40.57,125.69
10,7.98,-6.71,87.37,40.57,123.87
10,7.984,-7.69,87.34,40.57,122.01
10,7.988,-9.03,87.24,40.57,120.13
10,7.992,-10.62,87.1,40.57,118.28
10,7.996,-12.2,86.9,40.57,116.47
10,8,-13.42,86.67,40.58,114.74
10,8.004,-13.9,86.39,40.58,113.05
10,8.008,-13.35,86.08,40.59,111.41
10,8.012,-11.66,85.74,40.59,109.79
10,8.016,-8.93,85.37,40.6,108.23
10,8.02,-5.44,84.97,40.6,106.75
10,8.024,-1.62,84.54,40.6,105.42
10,8.028,2.07,84.07,40.6,104.24
10,8.032,5.27,83.53,40.6,103.17
10,8.036,7.74,82.86,40.6,102.13
10,8.04,9.42,82,40.61,100.99
10,8.044,10.42,80.82,40.61,99.71
10,8.048,10.9,79.17,40.62,98.33
10,8.052,11.08,76.88,40.63,97.06
10,8.056,11.11,73.8,40.64,96.25
10,8.06,11.09,69.86,40.65,96.25
10,8.064,11.04,65.09,40.67,97.29
10,8.068,10.95,59.62,40.69,99.39
10,8.072,10.77,53.72,40.71,102.27
10,8.076,10.49,47.71,40.72,105.42
10,8.08,10.11,41.93,40.73,108.26
10,8.084,9.65,36.66,40.74,110.32
10,8.088,9.15,32.03,40.74,111.35
10,8.092,8.64,28.07,40.75,111.41
10,8.096,8.15,24.68,40.76,110.83
10,8.1,7.7,21.67,40.79,110.01
10,8.104,7.32,18.89,40.82,109.34
10,8.108,7.01,16.21,40.86,109.03
10,8.112,6.79,13.59,40.89,109.11
10,8.116,6.68,11.09,40.91,109.47
10,8.12,6.69,8.78,40.92,109.94
10,8.124,6.8,6.77,40.91,110.43
10,8.128,6.95,5.11,40.89,110.94
10,8.132,7.09,3.82,40.87,111.59
10,8.136,7.12,2.85,40.86,112.56
10,8.14,6.99,2.14,40.86,113.99
10,8.144,6.65,1.6,40.87,116.01
10,8.148,6.12,1.18,40.88,118.64
10,8.152,5.47,0.83,40.89,121.83
10,8.156,4.78,0.56,40.91,125.52
10,8.16,4.17,0.36,40.91,129.64
10,8.164,3.7,0.25,40.91,134.11
10,8.168,3.42,0.24,40.91,138.86
10,8.172,3.3,0.31,40.9,143.84
10,8.176,3.3,0.43,40.9,148.94
10,8.18,3.34,0.56,40.89,154.03
10,8.184,3.36,0.67,40.89,158.98
10,8.188,3.35,0.71,40.89,163.63
10,8.192,3.33,0.69,40.9,167.85
10,8.196,3.36,0.61,40.89,171.53
10,8.2,3.53,0.49,40.89,174.65
10,8.204,3.88,0.38,40.89,177.21
10,8.208,4.44,0.31,40.88,179.3
10,8.212,5.18,0.32,40.87,181.02
10,8.216,6.03,0.4,40.87,182.52
10,8.22,6.91,0.55,40.86,183.89
10,8.224,7.74,0.76,40.85,185.26
10,8.228,8.45,1,40.85,186.66
10,8.232,9,1.26,40.84,188.12
10,8.236,9.39,1.53,40.83,189.66
10,8.24,9.61,1.81,40.83,191.26
10,8.244,9.68,2.09,40.82,192.89
10,8.248,9.61,2.37,40.82,194.53
10,8.252,9.42,2.62,40.82,196.17
10,8.256,9.11,2.83,40.82,197.77
10,8.26,8.69,2.98,40.82,199.34
10,8.264,8.19,3.08,40.82,200.85
10,8.268,7.63,3.14,40.82,202.3
10,8.272,7.04,3.17,40.82,203.65
10,8.276,6.46,3.22,40.82,204.9
10,8.28,5.95,3.29,40.82,206.01
10,8.284,5.53,3.39,40.82,206.93
10,8.288,5.2,3.52,40.82,207.63
10,8.292,4.95,3.65,40.82,208.08
10,8.296,4.69,3.76,40.82,208.28
10,8.3,4.37,3.86,40.81,208.26
10,8.304,3.89,3.92,40.81,208.08
10,8.308,3.24,3.97,40.81,207.82
10,8.312,2.45,4.01,40.81,207.57
10,8.316,1.62,4.06,40.81,207.39
10,8.32,0.88,4.12,40.81,207.35
10,8.324,0.36,4.2,40.82,207.47
10,8.328,0.14,4.28,40.82,207.74
10,8.332,0.22,4.37,40.82,208.16
10,8.336,0.54,4.45,40.83,208.69
10,8.34,1.01,4.53,40.83,209.29
10,8.344,1.54,4.6,40.83,209.92
10,8.348,2,4.68,40.82,210.54
10,8.352,2.24,4.78,40.82,211.15
10,8.356,2.06,4.9,40.82,211.76
10,8.36,1.34,5.06,40.82,212.45
10,8.364,0.15,5.26,40.82,213.28
10,8.368,-1.11,5.5,40.81,214.37
10,8.372,-1.84,5.78,40.81,215.78
10,8.376,-1.4,6.07,40.81,217.51
10,8.38,0.44,6.39,40.81,219.52
10,8.384,3.19,6.73,40.81,221.71
10,8.388,5.58,7.09,40.81,223.95
10,8.392,5.97,7.49,40.8,226.12
10,8.396,3.17,7.94,40.8,228.13
10,8.4,-2.66,8.45,40.8,229.97
10,8.404,-9.4,9.02,40.8,231.64
10,8.408,-13.26,9.64,40.8,233.17
10,8.412,-9.88,10.28,40.8,234.61
10,8.416,3.86,10.89,40.8,235.99
10,8.42,28.26,11.43,40.8,237.31
10,8.424,59.87,11.84,40.8,238.57
10,8.428,92.1,12.1,40.8,239.74
10,8.432,117.04,12.23,40.8,240.77
11,8.436,127.97,12.32,40.8,241.54
11,8.44,121.7,12.48,40.79,241.92
11,8.444,99.62,12.88,40.79,241.79
11,8.448,67.27,13.7,40.79,241.06
11,8.452,32.35,15.06,40.79,239.73
11,8.456,2.25,17.06,40.79,237.93
11,8.46,-18.15,19.7,40.78,235.88
11,8.464,-27.56,22.91,40.77,233.84
11,8.468,-27.94,26.58,40.75,232.05
11,8.472,-23.17,30.58,40.74,230.62
11,8.476,-17.27,34.77,40.71,229.53
11,8.48,-13.07,39.06,40.7,228.62
11,8.484,-11.59,43.36,40.68,227.71
11,8.488,-12.34,47.63,40.66,226.58
11,8.492,-14,51.83,40.65,225.14
11,8.496,-15.33,55.88,40.64,223.38
11,8.5,-15.62,59.73,40.63,221.36
11,8.504,-14.88,63.29,40.62,219.19
11,8.508,-13.54,66.48,40.61,216.98
11,8.512,-12.14,69.26,40.6,214.8
11,8.516,-11.05,71.6,40.6,212.68
11,8.52,-10.35,73.5,40.59,210.67
11,8.524,-9.94,75.01,40.58,208.79
11,8.528,-9.65,76.17,40.58,207.06
11,8.532,-9.35,77.03,40.57,205.49
11,8.536,-8.98,77.66,40.56,204.06
11,8.54,-8.58,78.11,40.56,202.73
11,8.544,-8.18,78.43,40.55,201.41
11,8.548,-7.8,78.67,40.55,200.03
11,8.552,-7.44,78.87,40.54,198.57
11,8.556,-7.12,79.08,40.54,197
11,8.56,-6.81,79.3,40.54,195.36
11,8.564,-6.53,79.56,40.54,193.69
11,8.568,-6.27,79.84,40.54,192.01
11,8.572,-6.03,80.12,40.54,190.32
11,8.576,-5.81,80.39,40.54,188.6
11,8.58,-5.64,80.62,40.54,186.83
11,8.584,-5.49,80.8,40.54,184.99
11,8.588,-5.39,80.94,40.54,183.08
11,8.592,-5.32,81.05,40.55,181.12
11,8.596,-5.28,81.15,40.55,179.14
11,8.6,-5.27,81.25,40.56,177.15
11,8.604,-5.29,81.36,40.56,175.18
11,8.608,-5.32,81.5,40.56,173.23
11,8.612,-5.37,81.66,40.56,171.29
11,8.616,-5.42,81.84,40.56,169.37
11,8.62,-5.48,82.04,40.55,167.47
11,8.624,-5.53,82.26,40.55,165.58
11,8.628,-5.59,82.48,40.55,163.71
11,8.632,-5.66,82.71,40.54,161.83
11,8.636,-5.73,82.95,40.54,159.93
11,8.64,-5.8,83.19,40.54,158.01
11,8.644,-5.89,83.42,40.54,156.05
11,8.648,-5.99,83.66,40.54,154.07
11,8.652,-6.09,83.91,40.54,152.08
11,8.656,-6.18,84.17,40.54,150.08
